VisitYear,VisitMonth,Rating,Continent,Country,CityName,Attraction,AttractionType,VisitMode
2019,6,5,2,62,299,17,8,1
2020,3,3,4,131,2756,17,8,1
2020,3,5,4,88,957,17,8,1
2020,3,5,3,100,233,17,8,1
2020,3,5,4,144,1277,17,8,1
2020,3,4,1,27,774,17,8,1
2020,3,4,1,27,5276,17,8,1
2020,3,4,2,62,4968,17,8,2
2020,3,4,2,58,1992,17,8,3
2020,1,5,1,145,4729,17,8,3
2020,2,5,3,100,5216,17,8,1
2020,3,5,2,62,4968,17,8,4
2020,2,4,1,145,588,17,8,3
2020,2,5,2,149,1970,17,8,4
2020,2,4,2,113,1273,17,8,4
2020,2,5,4,144,503,17,8,1
2020,2,4,3,7,1191,17,8,4
2020,2,5,3,7,1769,17,8,3
2020,2,5,1,145,2578,17,8,1
2020,2,5,4,131,1721,17,8,3
2020,2,3,3,7,4695,17,8,3
2020,2,5,4,144,3014,17,8,1
2020,2,5,1,30,4250,17,8,2
2020,2,5,3,7,2662,17,8,1
2019,4,5,3,100,789,17,8,2
2020,2,4,4,65,859,17,8,1
2020,2,3,4,144,2847,17,8,1
2020,2,5,4,144,3558,17,8,1
2020,2,4,1,21,4261,17,8,1
2020,1,5,3,7,2963,17,8,2
2020,2,5,3,7,2933,17,8,1
2020,2,5,4,144,651,17,8,1
2020,2,5,1,27,4899,17,8,1
2020,2,5,4,102,3541,17,8,1
2020,2,3,3,7,5314,17,8,1
2020,2,5,4,144,357,17,8,1
2020,2,4,4,144,2701,17,8,3
2020,1,5,3,7,2963,17,8,2
2020,2,1,2,31,1992,17,8,3
2020,2,5,1,27,3096,17,8,4
2020,2,4,4,144,3426,17,8,1
2020,2,2,4,144,1646,17,8,1
2020,2,5,4,76,4029,17,8,3
2020,2,4,1,145,942,17,8,1
2020,2,5,1,27,1735,17,8,1
2019,5,5,4,48,4953,17,8,3
2020,2,5,1,87,3754,17,8,4
2020,2,5,1,145,181,17,8,3
2020,2,5,1,145,2550,17,8,1
2020,1,5,4,144,1654,17,8,1
2020,2,2,2,62,299,17,8,3
2019,10,5,4,144,2701,17,8,3
2020,2,4,2,135,326,17,8,4
2020,2,5,4,144,1784,17,8,2
2020,2,5,3,7,29,17,8,3
2019,3,4,3,100,2923,17,8,2
2020,1,5,1,145,3308,17,8,1
2020,1,3,4,34,5444,17,8,2
2020,1,5,3,7,2963,17,8,2
2020,1,3,3,7,29,17,8,4
2020,1,4,2,62,4968,17,8,3
2020,1,4,4,144,2701,17,8,3
2020,1,5,4,144,2601,17,8,1
2020,1,5,1,145,4999,17,8,1
2020,1,4,2,61,94,17,8,2
2020,1,5,4,144,2093,17,8,1
2020,1,4,3,7,2963,17,8,3
2020,1,4,3,7,243,17,8,4
2020,1,3,3,7,4695,17,8,2
2020,1,3,4,39,1066,17,8,2
2020,1,5,1,145,2293,17,8,1
2020,1,5,4,144,2847,17,8,1
2020,1,5,3,7,2963,17,8,4
2020,1,5,2,109,1402,17,8,1
2020,1,5,2,62,2486,17,8,2
2020,1,5,0,92,1505,17,8,3
2020,1,5,3,7,403,17,8,2
2020,1,5,0,43,1670,17,8,1
2020,1,5,2,149,3332,17,8,3
2020,1,5,1,27,5079,17,8,1
2020,1,5,4,144,2701,17,8,2
2020,1,4,1,27,3096,17,8,1
2019,12,3,2,61,434,17,8,2
2020,1,5,2,82,2831,17,8,4
2020,1,1,1,145,3711,17,8,1
2020,1,5,4,144,1342,17,8,3
2020,1,4,4,127,1405,17,8,1
2020,1,5,1,27,5034,17,8,3
2020,1,4,1,27,2306,17,8,2
2020,1,5,1,21,2845,17,8,1
2020,1,4,2,61,923,17,8,1
2020,1,5,3,7,2963,17,8,2
2020,1,5,2,135,326,17,8,1
2020,1,5,4,144,2701,17,8,1
2019,12,4,3,7,29,17,8,2
2019,12,4,4,127,2079,17,8,1
2020,1,5,3,7,1136,17,8,2
2019,12,5,2,62,2486,17,8,3
2020,1,5,1,87,3000,17,8,2
2020,1,5,3,7,4959,17,8,2
2020,1,3,3,7,3692,17,8,1
2020,1,4,3,7,344,17,8,1
2020,1,3,3,100,965,17,8,1
2019,11,4,3,7,4695,17,8,1
2019,12,5,2,122,4406,17,8,2
2020,1,5,4,144,4300,17,8,3
2020,1,5,4,144,4556,17,8,1
2020,1,5,4,144,503,17,8,2
2019,12,3,0,125,2192,17,8,1
2019,12,4,3,7,2315,17,8,1
2020,1,5,0,125,1339,17,8,2
2019,8,5,2,70,122,17,8,2
2019,12,5,4,123,4431,17,8,3
2020,1,5,2,135,938,17,8,2
2020,1,2,2,143,1317,17,8,4
2019,10,5,4,144,2847,17,8,3
2020,1,3,3,100,232,17,8,1
2020,1,4,4,116,3129,17,8,2
2020,1,5,4,131,3525,17,8,3
2020,1,5,4,111,3784,17,8,3
2019,12,5,3,7,2903,17,8,1
2020,1,4,3,7,2963,17,8,3
2020,1,4,1,21,422,17,8,3
2020,1,5,4,144,2847,17,8,4
2019,12,5,0,125,826,17,8,1
2020,1,5,2,139,2127,17,8,1
2020,1,5,4,144,2653,17,8,1
2019,12,5,3,100,232,17,8,1
2020,1,5,3,7,2963,17,8,2
2019,12,4,2,69,3217,17,8,1
2019,4,5,4,144,1345,17,8,4
2019,12,5,4,67,748,17,8,2
2020,1,5,4,39,1371,17,8,3
2019,12,5,1,145,5358,17,8,3
2020,1,5,2,61,5020,17,8,4
2019,12,5,3,7,1702,17,8,3
2019,12,5,2,37,3338,17,8,2
2019,12,4,3,7,765,17,8,2
2020,1,3,3,7,4925,17,8,2
2019,12,5,3,7,766,17,8,1
2019,12,5,4,144,932,17,8,2
2019,12,5,2,31,5393,17,8,1
2019,12,5,1,27,5034,17,8,4
2019,12,5,3,7,2859,17,8,2
2019,12,5,2,62,299,17,8,3
2019,12,5,2,81,3676,17,8,2
2019,12,5,3,7,655,17,8,4
2019,12,5,3,7,4695,17,8,2
2019,12,4,4,15,691,17,8,2
2019,12,5,2,31,1849,17,8,1
2019,12,5,1,145,4562,17,8,1
2019,12,3,3,7,2963,17,8,1
2019,12,3,0,134,1181,17,8,2
2019,12,5,3,7,655,17,8,1
2019,12,3,2,31,950,17,8,3
2019,12,4,4,115,1324,17,8,2
2019,12,5,4,144,2658,17,8,2
2019,12,3,2,61,4849,17,8,2
2019,12,4,4,8,5084,17,8,1
2019,12,4,0,125,1339,17,8,1
2019,12,4,2,122,4406,17,8,2
2019,12,5,2,149,1970,17,8,2
2019,12,4,2,122,4406,17,8,1
2019,12,3,2,122,4406,17,8,1
2019,12,4,3,7,4519,17,8,1
2019,12,4,4,115,693,17,8,1
2019,12,5,4,39,1066,17,8,1
2019,12,5,1,27,4899,17,8,3
2019,12,5,4,8,5084,17,8,4
2019,12,5,4,144,2847,17,8,1
2019,12,5,3,7,4695,17,8,1
2019,12,5,0,86,2931,17,8,2
2019,12,4,4,144,789,17,8,4
2019,12,4,3,100,1492,17,8,2
2019,12,4,2,122,4406,17,8,2
2019,12,3,3,7,1674,17,8,2
2019,12,4,4,23,4445,17,8,3
2019,12,5,2,109,3712,17,8,1
2019,12,5,2,62,2147,17,8,1
2019,12,5,4,102,442,17,8,3
2019,12,4,4,131,5006,17,8,1
2019,11,4,3,7,4695,17,8,2
2019,12,4,4,144,789,17,8,1
2019,12,4,1,27,1735,17,8,1
2019,12,4,4,144,2003,17,8,1
2019,12,5,3,7,1702,17,8,2
2019,12,5,2,113,1273,17,8,2
2019,12,5,2,109,2818,17,8,1
2019,11,5,1,145,677,17,8,1
2019,12,5,1,145,3334,17,8,1
2019,12,5,4,98,5029,17,8,4
2019,12,4,3,7,655,17,8,1
2019,12,5,4,144,810,17,8,1
2019,12,5,4,144,4501,17,8,1
2019,12,5,4,144,4904,17,8,1
2019,11,4,3,7,1227,17,8,3
2019,12,3,3,7,4695,17,8,2
2019,12,4,4,98,4828,17,8,1
2019,12,5,1,27,4492,17,8,1
2019,12,4,4,131,579,17,8,4
2019,12,4,3,7,1191,17,8,2
2019,12,5,3,7,1703,17,8,2
2019,12,3,4,144,3316,17,8,1
2019,12,5,1,145,2721,17,8,1
2019,12,5,1,27,4899,17,8,4
2019,12,5,3,7,2963,17,8,2
2019,12,4,3,7,2963,17,8,3
2019,12,4,1,145,3846,17,8,2
2019,12,5,3,7,3692,17,8,2
2019,12,5,1,27,795,17,8,3
2019,12,4,2,61,3176,17,8,1
2019,2,5,3,100,232,17,8,2
2019,11,4,0,125,827,17,8,3
2019,12,5,3,7,3692,17,8,1
2019,11,5,2,135,326,17,8,3
2019,10,5,1,145,3307,17,8,3
2019,12,4,1,145,988,17,8,1
2019,9,5,1,145,4306,17,8,1
2019,11,4,1,145,241,17,8,1
2019,11,5,4,144,2701,17,8,1
2019,11,5,1,145,1455,17,8,1
2019,8,5,1,145,3532,17,8,1
2019,11,4,4,144,1384,17,8,1
2019,11,4,4,144,1673,17,8,1
2019,11,4,4,144,2701,17,8,4
2019,11,4,0,125,826,17,8,1
2019,10,5,2,81,2446,17,8,1
2019,11,3,4,51,225,17,8,3
2019,11,5,4,65,2105,17,8,1
2019,11,5,2,37,260,17,8,1
2019,11,5,2,149,1970,17,8,1
2019,11,5,2,143,19,17,8,2
2019,11,5,0,125,827,17,8,1
2019,11,5,4,67,5064,17,8,3
2019,11,5,4,144,2701,17,8,1
2019,11,4,1,27,5034,17,8,4
2019,11,5,1,145,2721,17,8,3
2019,11,5,3,7,4738,17,8,2
2019,11,5,3,7,3692,17,8,3
2019,10,5,2,143,19,17,8,3
2019,11,4,4,127,4234,17,8,1
2019,11,5,4,144,2701,17,8,1
2019,11,5,4,144,661,17,8,1
2019,11,5,4,144,1828,17,8,1
2019,11,4,3,7,383,17,8,2
2019,8,4,2,61,3897,17,8,2
2019,11,5,3,7,655,17,8,3
2019,11,5,4,144,654,17,8,2
2019,11,5,1,145,3033,17,8,3
2019,11,5,2,135,326,17,8,1
2019,11,5,1,87,1792,17,8,3
2019,11,4,4,52,451,17,8,1
2019,11,4,4,55,4012,17,8,3
2019,11,3,2,143,1317,17,8,3
2019,11,5,1,27,5034,17,8,3
2019,11,4,1,27,3921,17,8,1
2019,11,5,1,27,800,17,8,1
2019,11,4,3,7,2963,17,8,1
2019,11,4,1,145,4306,17,8,3
2019,10,1,2,62,1230,17,8,2
2019,11,4,4,144,503,17,8,1
2019,11,5,3,7,2963,17,8,1
2019,11,5,4,144,2701,17,8,3
2019,11,5,3,7,655,17,8,1
2019,11,5,4,116,1761,17,8,3
2019,11,3,4,65,1319,17,8,2
2019,11,4,1,145,3308,17,8,3
2019,11,5,3,7,655,17,8,1
2019,11,5,2,139,2127,17,8,3
2019,10,5,4,144,2701,17,8,1
2019,11,4,4,111,3840,17,8,1
2019,11,5,2,37,3338,17,8,1
2019,10,4,2,62,4324,17,8,4
2019,11,5,3,100,3275,17,8,3
2019,11,4,4,110,5191,17,8,1
2019,11,5,3,7,802,17,8,3
2019,11,3,2,122,4406,17,8,1
2019,11,4,4,39,5,17,8,1
2019,11,5,4,144,306,17,8,1
2019,11,4,1,145,2704,17,8,1
2019,11,4,4,98,1214,17,8,1
2019,11,5,4,144,2701,17,8,1
2019,11,4,3,7,2963,17,8,4
2019,10,5,1,145,4139,17,8,4
2019,2,5,2,62,299,17,8,2
2019,11,5,1,145,2994,17,8,1
2019,11,5,3,7,4695,17,8,1
2019,10,5,1,145,588,17,8,1
2019,11,5,4,51,4274,17,8,1
2019,11,5,4,39,5038,17,8,1
2019,11,5,3,7,29,17,8,1
2019,10,5,3,7,4695,17,8,3
2019,10,5,4,144,2653,17,8,1
2019,10,5,1,145,1933,17,8,3
2019,10,4,4,65,1078,17,8,1
2019,10,4,1,145,310,17,8,3
2019,10,3,4,144,2837,17,8,1
2019,10,5,4,49,1134,17,8,2
2019,10,4,4,65,1078,17,8,1
2019,10,5,0,125,2354,17,8,1
2019,10,5,3,7,655,17,8,1
2019,10,5,1,145,4527,17,8,1
2019,10,4,4,8,5084,17,8,1
2019,10,2,4,144,3200,17,8,1
2019,10,3,4,98,3069,17,8,3
2019,10,5,4,144,3560,17,8,1
2019,9,4,2,61,923,17,8,1
2019,9,5,4,114,4421,17,8,3
2019,10,5,4,144,2609,17,8,2
2019,10,2,4,98,4827,17,8,1
2019,10,5,0,125,826,17,8,3
2019,10,5,1,27,5034,17,8,1
2019,10,5,2,143,19,17,8,1
2019,10,5,4,115,4863,17,8,1
2019,10,3,2,149,1970,17,8,3
2019,10,5,4,144,1171,17,8,1
2019,10,4,1,27,5214,17,8,3
2019,10,4,4,55,222,17,8,1
2019,10,3,4,132,5098,17,8,2
2019,10,4,2,143,19,17,8,2
2019,10,4,2,143,1424,17,8,1
2019,10,4,4,144,2701,17,8,1
2019,10,5,3,7,29,17,8,1
2019,9,2,2,122,4406,17,8,2
2019,10,4,4,144,661,17,8,1
2019,10,4,4,144,4095,17,8,1
2019,10,5,4,52,4963,17,8,4
2019,10,4,4,144,1140,17,8,4
2019,10,4,2,113,1273,17,8,2
2019,10,5,4,144,4592,17,8,1
2019,10,4,4,127,2878,17,8,2
2019,10,5,1,145,4645,17,8,3
2019,10,5,4,144,2701,17,8,1
2019,10,5,4,144,2701,17,8,1
2019,10,4,2,109,4716,17,8,4
2019,10,5,4,144,2847,17,8,1
2019,10,5,2,104,2258,17,8,3
2019,10,5,4,48,1929,17,8,3
2019,10,4,3,7,2963,17,8,2
2019,10,4,4,144,4549,17,8,1
2019,10,5,2,62,2147,17,8,4
2019,10,5,2,61,3192,17,8,1
2019,10,4,3,7,4695,17,8,2
2019,10,5,4,144,3425,17,8,1
2019,10,5,4,144,4651,17,8,1
2019,10,4,4,144,3559,17,8,3
2019,10,4,3,7,2986,17,8,2
2019,10,5,4,144,4604,17,8,1
2019,10,5,0,125,882,17,8,1
2019,10,5,2,122,4406,17,8,3
2019,10,1,3,7,3939,17,8,1
2019,10,3,3,7,655,17,8,1
2019,10,5,4,144,4998,17,8,1
2019,10,5,2,61,3176,17,8,2
2019,10,5,4,144,2701,17,8,2
2019,10,3,3,7,2232,17,8,4
2019,10,5,1,145,2578,17,8,3
2019,10,1,3,7,1702,17,8,1
2019,10,3,4,98,100,17,8,1
2019,10,5,2,113,1273,17,8,2
2019,10,5,1,145,4713,17,8,3
2019,10,4,1,145,1616,17,8,3
2019,10,5,3,7,5375,17,8,3
2019,10,5,3,7,4695,17,8,2
2019,8,4,2,61,3176,17,8,3
2019,9,4,4,144,4359,17,8,1
2019,10,3,2,61,3897,17,8,1
2019,9,4,1,27,775,17,8,1
2019,10,5,4,144,2701,17,8,1
2019,10,4,2,61,3290,17,8,3
2019,10,5,1,87,3757,17,8,1
2019,10,5,2,109,869,17,8,1
2019,9,4,3,7,4695,17,8,2
2019,10,3,4,144,2701,17,8,1
2019,10,5,4,144,3426,17,8,1
2019,10,5,1,145,2971,17,8,4
2019,10,5,4,144,4984,17,8,4
2019,10,3,1,145,4588,17,8,4
2019,10,4,4,144,1079,17,8,3
2019,9,4,4,144,2785,17,8,1
2019,10,5,4,79,1315,17,8,1
2019,8,3,1,145,894,17,8,1
2019,10,3,2,109,3712,17,8,1
2019,10,4,4,67,1635,17,8,1
2019,9,4,4,144,3312,17,8,1
2019,10,5,4,144,2701,17,8,1
2019,10,4,0,121,884,17,8,1
2019,10,5,4,15,1881,17,8,1
2019,9,5,2,62,299,17,8,1
2018,11,4,3,7,3692,17,8,3
2019,10,5,2,31,4351,17,8,1
2019,9,5,1,145,3532,17,8,1
2019,10,5,1,27,776,17,8,4
2019,9,5,1,145,4198,17,8,2
2019,10,5,4,51,4775,17,8,4
2019,10,5,2,31,1992,17,8,1
2019,9,5,4,52,3443,17,8,1
2019,9,5,4,52,1645,17,8,1
2019,9,5,1,145,2892,17,8,4
2019,9,3,2,128,3438,17,8,1
2019,9,3,1,145,2950,17,8,1
2019,9,5,4,67,3877,17,8,1
2019,9,5,2,62,4968,17,8,3
2019,9,3,4,144,2601,17,8,2
2019,9,5,4,144,1720,17,8,1
2019,9,5,4,144,345,17,8,1
2019,9,4,1,145,3002,17,8,2
2019,9,5,4,144,4500,17,8,1
2019,9,4,3,7,3692,17,8,2
2019,9,4,4,98,634,17,8,1
2019,9,5,1,145,1455,17,8,1
2019,9,5,4,111,2660,17,8,4
2019,9,5,4,51,4274,17,8,3
2019,9,5,4,144,4873,17,8,1
2019,9,5,4,110,5387,17,8,2
2019,9,3,3,100,1566,17,8,4
2019,9,5,2,143,1885,17,8,1
2019,9,5,1,145,5502,17,8,1
2019,9,5,2,62,2608,17,8,1
2019,9,5,3,7,2963,17,8,3
2019,9,4,4,144,2103,17,8,1
2019,9,4,4,144,2592,17,8,1
2019,9,3,3,7,2918,17,8,1
2019,9,4,4,59,698,17,8,1
2019,9,4,3,7,3692,17,8,2
2019,9,5,4,127,2576,17,8,1
2019,4,5,2,69,5429,17,8,1
2019,9,4,3,7,2963,17,8,1
2019,9,5,2,139,144,17,8,1
2019,9,5,4,67,3049,17,8,1
2019,9,5,4,52,1842,17,8,1
2019,9,5,2,122,4406,17,8,1
2019,9,5,3,7,2963,17,8,2
2019,9,5,3,7,243,17,8,1
2019,9,5,1,145,194,17,8,1
2019,9,5,2,61,3897,17,8,1
2019,9,5,4,144,2676,17,8,1
2019,9,5,4,144,1872,17,8,1
2019,9,4,4,98,4827,17,8,2
2019,9,5,2,61,5020,17,8,4
2019,9,5,4,144,5165,17,8,1
2019,9,4,4,144,2701,17,8,2
2019,9,3,3,7,4695,17,8,1
2019,9,5,4,144,4559,17,8,3
2019,9,5,4,144,2847,17,8,1
2019,9,4,2,113,1273,17,8,2
2019,9,5,2,149,5087,17,8,3
2019,9,5,1,145,4306,17,8,1
2019,9,3,3,7,29,17,8,1
2019,9,4,4,52,1440,17,8,1
2019,9,5,2,126,1638,17,8,2
2019,9,4,0,125,2192,17,8,1
2019,9,5,4,127,1083,17,8,1
2019,9,5,4,144,2701,17,8,1
2019,9,4,3,7,978,17,8,1
2019,9,5,4,144,4998,17,8,4
2019,9,3,4,144,530,17,8,1
2019,9,4,2,69,4263,17,8,2
2019,9,4,3,100,5266,17,8,3
2019,9,5,4,144,1801,17,8,1
2019,9,4,2,62,299,17,8,2
2019,9,3,4,52,1918,17,8,1
2019,9,5,4,144,3402,17,8,1
2019,9,5,4,144,503,17,8,1
2019,9,4,4,144,2653,17,8,1
2019,9,4,1,27,2561,17,8,1
2019,9,5,3,100,965,17,8,3
2019,9,5,1,145,2618,17,8,2
2019,9,5,4,144,652,17,8,3
2019,9,5,4,144,4850,17,8,1
2019,9,5,4,144,2701,17,8,1
2019,9,4,4,144,3425,17,8,1
2019,9,5,4,144,5303,17,8,1
2019,8,4,4,144,5156,17,8,1
2019,8,4,2,122,4406,17,8,2
2019,9,3,2,126,4332,17,8,1
2019,9,4,4,144,4649,17,8,1
2019,9,5,4,144,4298,17,8,1
2019,8,3,1,145,3308,17,8,3
2019,9,4,4,120,415,17,8,1
2019,9,5,2,126,4679,17,8,3
2019,9,5,4,144,4689,17,8,1
2019,9,5,4,67,3882,17,8,1
2019,9,4,1,145,904,17,8,4
2019,9,3,2,122,4406,17,8,1
2019,9,4,3,7,3692,17,8,3
2019,9,5,2,122,4406,17,8,1
2019,9,5,2,109,2767,17,8,4
2019,9,5,4,115,693,17,8,1
2019,8,5,2,113,1273,17,8,2
2019,9,1,4,144,2701,17,8,1
2019,9,5,4,60,2049,17,8,1
2019,9,5,4,144,5189,17,8,1
2019,9,5,4,144,4620,17,8,2
2019,8,5,3,7,2963,17,8,1
2019,9,4,4,49,3629,17,8,1
2019,9,3,2,113,1273,17,8,1
2019,9,1,3,7,243,17,8,2
2019,9,3,4,55,222,17,8,1
2019,9,5,4,132,2581,17,8,2
2019,1,5,4,48,2213,17,8,1
2019,9,5,2,62,4968,17,8,1
2019,9,5,4,55,4833,17,8,1
2019,9,5,4,131,4991,17,8,4
2019,9,4,2,77,406,17,8,1
2019,9,5,3,7,4695,17,8,1
2019,9,5,0,125,3863,17,8,1
2019,9,5,2,61,3897,17,8,1
2019,9,5,1,145,4940,17,8,3
2019,9,5,4,120,4336,17,8,3
2019,9,4,4,127,2794,17,8,1
2019,8,5,4,132,5464,17,8,1
2019,9,5,3,7,29,17,8,2
2019,9,5,4,144,4998,17,8,1
2019,8,5,2,69,3054,17,8,2
2019,8,4,2,62,2486,17,8,2
2019,9,5,4,144,5189,17,8,1
2019,8,4,2,62,4968,17,8,1
2019,9,3,3,100,232,17,8,1
2019,9,5,2,61,1699,17,8,3
2018,11,3,2,62,4968,17,8,2
2019,9,4,0,3,2738,17,8,1
2019,9,4,1,145,2539,17,8,4
2019,8,4,2,62,4968,17,8,3
2019,9,4,4,144,1373,17,8,1
2019,9,4,2,61,1815,17,8,1
2019,8,1,1,30,3442,17,8,4
2019,9,4,4,144,2701,17,8,2
2019,9,5,3,7,2786,17,8,3
2019,8,5,3,7,655,17,8,3
2019,9,4,2,61,3176,17,8,1
2019,8,4,4,49,5085,17,8,2
2019,7,5,3,7,3359,17,8,1
2019,8,5,2,70,122,17,8,1
2019,8,5,4,144,2381,17,8,2
2019,8,5,2,135,326,17,8,1
2019,8,5,4,98,1858,17,8,1
2019,8,4,3,7,2963,17,8,2
2019,8,5,4,144,1446,17,8,2
2019,8,5,3,7,802,17,8,1
2019,7,5,2,61,2411,17,8,3
2019,8,3,3,7,2963,17,8,2
2019,8,5,4,67,3024,17,8,1
2019,8,5,1,145,4238,17,8,1
2019,8,5,1,145,3308,17,8,1
2019,8,5,2,143,1317,17,8,1
2019,8,4,4,144,1720,17,8,1
2019,8,5,1,145,1995,17,8,1
2019,8,3,4,49,3629,17,8,1
2019,7,2,4,15,158,17,8,1
2019,8,5,4,144,4359,17,8,2
2019,8,3,4,144,2701,17,8,2
2019,8,4,3,7,4762,17,8,1
2019,8,4,3,7,1760,17,8,2
2019,8,4,3,7,3692,17,8,2
2019,8,1,4,49,3629,17,8,2
2019,8,3,4,144,3986,17,8,1
2019,8,4,3,7,765,17,8,1
2019,8,4,2,69,2157,17,8,1
2019,8,1,3,7,1898,17,8,2
2019,6,1,2,62,2147,17,8,2
2019,8,5,3,100,4778,17,8,3
2019,6,4,1,145,3308,17,8,3
2019,7,2,3,7,29,17,8,2
2019,8,5,4,144,3992,17,8,2
2019,8,5,4,144,4786,17,8,1
2019,8,4,4,144,1384,17,8,1
2019,7,4,2,62,4968,17,8,1
2019,8,5,3,7,3692,17,8,1
2019,8,5,4,144,2701,17,8,4
2019,8,4,4,98,5011,17,8,1
2019,8,5,2,143,1317,17,8,2
2019,8,5,2,103,3185,17,8,3
2019,8,5,4,144,2847,17,8,1
2019,8,4,3,100,3929,17,8,3
2019,8,4,2,118,4048,17,8,2
2019,8,5,4,144,2701,17,8,4
2019,8,3,4,144,4172,17,8,1
2019,8,5,2,149,1160,17,8,3
2019,8,5,3,100,232,17,8,1
2019,8,5,1,145,4198,17,8,3
2019,8,5,2,139,2127,17,8,1
2019,8,5,3,7,1843,17,8,2
2019,8,4,4,144,789,17,8,2
2019,8,4,4,49,1458,17,8,1
2019,8,4,4,144,503,17,8,3
2019,8,4,3,100,4764,17,8,1
2019,8,4,4,144,2701,17,8,1
2019,8,5,4,144,4054,17,8,1
2018,10,4,4,52,1920,17,8,3
2019,8,5,4,55,222,17,8,1
2019,8,5,4,144,2701,17,8,3
2019,4,5,4,144,5148,17,8,1
2019,7,4,4,98,1967,17,8,2
2019,8,5,1,21,4259,17,8,1
2019,8,5,4,111,3784,17,8,2
2019,8,4,3,100,1843,17,8,3
2019,8,3,1,27,4899,17,8,3
2019,8,5,3,7,2963,17,8,1
2019,8,4,1,145,4203,17,8,1
2019,8,4,4,55,222,17,8,1
2019,8,5,4,144,4738,17,8,1
2019,8,4,3,7,4695,17,8,1
2019,8,4,4,65,1098,17,8,2
2019,8,4,2,143,1317,17,8,2
2019,6,5,2,61,3290,17,8,3
2019,8,2,2,62,299,17,8,1
2019,8,5,4,127,4516,17,8,2
2019,8,5,2,69,3491,17,8,3
2019,6,4,1,145,3334,17,8,1
2019,8,5,2,122,4406,17,8,1
2019,8,5,4,144,2701,17,8,3
2019,8,5,3,7,4695,17,8,1
2019,7,5,4,127,2794,17,8,3
2019,8,4,2,62,2793,17,8,4
2019,8,5,4,49,3775,17,8,2
2019,8,5,2,62,2320,17,8,3
2019,8,5,3,7,5287,17,8,4
